disaster_number,historic,classification_key,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,event_name,iso_code,country,subregion,region,location,origin,associated_types,ofda_bha_response,appeal,declaration,magnitude,magnitude_scale,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,num_injured,num_affected,num_homeless,total_affected,insured_damage_000s_usd,insured_damage_adjusted_000s_usd,total_damage_000s_usd,total_damage_adjusted_000s_usd,cpi,entry_date,last_update,start_date,end_date,days_lasted
2016-0125-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Kansas, Virginia, North Carolina, Georgia, Missouri, Illinois, West Virginia provinces",,Flood|Hail,No,No,No,,Kph,2016,4,25,2016,5,4,6.0,,,,,2000000.0,2539105.0,2400000.0,3046926.0,78.76792299752094,2016-05-09,2023-09-25,2016-04-25,2016-05-04,9
2016-0150-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Oklahoma, Colorado, Nebraska, Kansas, Iowa, Missouri, Arkansas, Illinois, Kentucky, Texas,Tennessee states",,Hail,No,No,No,,Kph,2016,5,8,2016,5,11,2.0,10.0,,,10.0,800000.0,1015642.0,1700000.0,2158239.0,78.76792299752094,2016-05-12,2023-09-25,2016-05-08,2016-05-11,3
2016-0170-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Palestine city (Anderson district, Texas province), Houston district (Texas province)",,,No,No,No,,Km2,2016,4,30,2016,4,30,11.0,,,,,,,,,78.76792299752094,2016-05-23,2024-10-25,2016-04-30,2016-04-30,0
2016-0181-USA,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,USA,United States of America,Northern America,Americas,"Houston district (Texas province), Brenham city (Washington district, Texas province); Montana, Kansas, Missouri, Colorado",,Flood,No,No,No,,Kph,2016,5,21,2016,5,28,9.0,12.0,,,12.0,800000.0,1015642.0,1100000.0,1396508.0,78.76792299752094,2016-06-06,2023-09-25,2016-05-21,2016-05-28,7
2016-0183-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Kansas, Nebraska provinces",Heavy rain,Storm,No,No,Yes,,Km2,2016,5,27,2016,6,2,15.0,,,,,200000.0,253910.0,300000.0,380866.0,78.76792299752094,2016-06-10,2023-09-25,2016-05-27,2016-06-02,6
2016-0203-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Greenbier district (West Virginia province); Ohio, Indiana, Illinois, Wisconsin, Virginia",Torrential rain,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,Kph,2016,6,22,2016,6,24,25.0,,2000.0,,2000.0,200000.0,253910.0,1000000.0,1269552.0,78.76792299752094,2016-07-06,2023-09-25,2016-06-22,2016-06-24,2
2016-0206-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,California province,"Combination of heat, extented drought and gusty winds",,No,No,Yes,,Km2,2016,6,25,2016,6,26,,,36.0,855.0,891.0,,,150000.0,190433.0,78.76792299752094,2016-07-06,2023-09-25,2016-06-25,2016-06-26,1
2016-0264-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,Sand Fire,USA,United States of America,Northern America,Americas,"Los Angeles, San Francisco districts (California province)",Drought,,No,No,No,,Km2,2016,7,24,2016,8,1,2.0,,420.0,,420.0,,,50000.0,63478.0,78.76792299752094,2016-08-03,2023-09-25,2016-07-24,2016-08-01,8
2016-0292-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",Heavy rains,,No,No,Yes,19554.02,Km2,2016,8,9,2016,8,16,13.0,,70000.0,,70000.0,2500000.0,3173881.0,10000000.0,12695523.0,78.76792299752094,2016-08-16,2023-09-25,2016-08-09,2016-08-16,7
2016-0297-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,Clayton Fire,USA,United States of America,Northern America,Americas,"Lower Lake, Clearlake (Lake district, California province)",,,No,No,No,,Km2,2016,8,13,2016,8,16,,,,567.0,567.0,,,100000.0,126955.0,78.76792299752094,2016-08-16,2023-09-25,2016-08-13,2016-08-16,3
2016-0322-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Hermine,USA,United States of America,Northern America,Americas,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",,Flood|Surge,No,No,No,85.0,Kph,2016,9,1,2016,9,6,3.0,,13500.0,570.0,14070.0,270000.0,342779.0,600000.0,761731.0,78.76792299752094,2016-09-14,2023-09-25,2016-09-01,2016-09-06,5
2016-0331-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)",Excessive rains and thunderstorms,"Slide (land, mud, snow, rock)",No,No,Yes,,Km2,2016,9,19,2016,9,23,1.0,,,,,,,550000.0,698254.0,78.76792299752094,2016-10-31,2023-09-25,2016-09-19,2016-09-23,4
2016-0355-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Matthew',USA,United States of America,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,Flood,No,No,No,,Kph,2016,10,8,2016,10,12,49.0,,,,,5000000.0,6347762.0,10000000.0,12695523.0,78.76792299752094,2016-11-15,2023-09-25,2016-10-08,2016-10-12,4
2016-0463-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Gatlinburg city (Sevier district, Tennessee province)",,,No,No,No,,Km2,2016,11,1,2016,12,31,14.0,191.0,,6383.0,6574.0,600000.0,761731.0,1200000.0,1523463.0,78.76792299752094,2016-12-01,2023-09-25,2016-11-01,2016-12-31,60
2016-0477-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,No,No,No,,Kph,2016,11,26,2016,12,1,8.0,33.0,,,33.0,200000.0,253910.0,275000.0,349127.0,78.76792299752094,2016-12-08,2023-09-25,2016-11-26,2016-12-01,5
2016-0493-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,Cushing (Oklahoma),,,No,No,No,5.0,Moment Magnitude,2016,11,7,2016,11,7,,,120.0,,120.0,,,20000.0,25391.0,78.76792299752094,2016-12-15,2023-09-25,2016-11-07,2016-11-07,0
2016-0521-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,Cold wave,No,No,No,,Kph,2016,12,13,2016,12,19,22.0,,,,,,,100000.0,126955.0,78.76792299752094,2017-01-17,2023-09-25,2016-12-13,2016-12-19,6
2016-0550-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,No,No,No,,Kph,2016,4,24,2017,4,28,6.0,19.0,,,19.0,800000.0,1015642.0,,,78.76792299752094,2017-04-26,2023-09-25,2016-04-24,2017-04-28,369
2016-0552-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",,,No,No,Yes,,Km2,2016,3,8,2016,3,13,5.0,,,,,333000.0,422761.0,2300000.0,2919970.0,78.76792299752094,2017-04-26,2023-09-25,2016-03-08,2016-03-13,5
2017-0022-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states",,,No,No,Yes,,Kph,2017,1,18,2017,1,23,24.0,200.0,,,200.0,800000.0,994459.0,1100000.0,1367381.0,80.44577926194549,2017-01-23,2023-09-25,2017-01-18,2017-01-23,5
2017-0039-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"California, Nevada, Idaho, Colorado, Utah, Oregon states",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,Kph,2017,1,6,2017,1,13,3.0,,,,,200000.0,248615.0,400000.0,497229.0,80.44577926194549,2017-02-09,2023-09-25,2017-01-06,2017-01-13,7
2017-0058-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,San Jose (North California),Heavy rains,,No,No,No,,Km2,2017,2,22,2017,2,22,,,300.0,,300.0,,,,,80.44577926194549,2017-03-02,2023-09-25,2017-02-22,2017-02-22,0
2017-0062-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,Kph,2017,2,8,2017,2,21,5.0,,200000.0,,200000.0,200000.0,248615.0,1500000.0,1864610.0,80.44577926194549,2017-03-02,2023-09-25,2017-02-08,2017-02-21,13
2017-0070-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",,Hail|Lightening,No,No,No,,Kph,2017,2,27,2017,3,2,4.0,12.0,600.0,,612.0,1400000.0,1740303.0,1900000.0,2361839.0,80.44577926194549,2017-03-16,2023-09-25,2017-02-27,2017-03-02,3
2017-0108-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"South Carolina, Georgia, North Carolina, Tennessee, Alabama, Mssissippi, Florida, Kentucky , Virginia",,,No,No,No,,Kph,2017,3,13,2017,3,15,11.0,12.0,,,12.0,,,1000000.0,1243073.0,80.44577926194549,2017-04-21,2023-09-25,2017-03-13,2017-03-15,2
2017-0136-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",,Hail|Storm,No,No,No,,Km2,2017,4,28,2017,5,1,20.0,70.0,,,70.0,800000.0,994459.0,1700000.0,2113225.0,80.44577926194549,2017-05-18,2023-09-25,2017-04-28,2017-05-01,3
2017-0203-USA,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,USA,United States of America,Northern America,Americas,"Colorado, New Mexico, Texas, Oklahoma, Missouri",,Hail,No,No,No,130.0,Kph,2017,5,9,2017,5,11,,,,,,2500000.0,3107683.0,3100000.0,3853527.0,80.44577926194549,2017-06-26,2023-09-25,2017-05-09,2017-05-11,2
2017-0234-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",,Flood|Hail,No,No,No,170.0,Kph,2017,6,25,2017,6,29,2.0,16.0,90.0,,106.0,1100000.0,1367381.0,1400000.0,1740303.0,80.44577926194549,2017-07-03,2024-08-27,2017-06-25,2017-06-29,4
2017-0252-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,"Wall Fire, Alamo Fire, Whittier Fire",USA,United States of America,Northern America,Americas,"Butte (Oroville), San Luis Obispo, Santa Barbara (California)",Weather,,No,No,Yes,190.0,Km2,2017,7,6,2017,7,10,,,9.0,147.0,156.0,,,,,80.44577926194549,2017-07-10,2023-09-25,2017-07-06,2017-07-10,4
2017-0253-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)",,Hail,No,No,No,135.0,Kph,2017,6,9,2017,6,12,,2.0,,,2.0,1500000.0,1864610.0,2000000.0,2486147.0,80.44577926194549,2017-07-12,2023-09-25,2017-06-09,2017-06-12,3
2017-0282-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Ellison Creek (Water wheel) Tonto National Forest (Gila, Arizona)",Thunderstorm,,No,No,No,,Km2,2017,7,15,2017,7,15,10.0,,,,,,,,,80.44577926194549,2017-07-26,2023-09-25,2017-07-15,2017-07-15,0
2017-0336-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",,Flood|Hail,No,No,No,,Kph,2017,8,5,2017,8,8,,30.0,600.0,,630.0,200000.0,248615.0,200000.0,248615.0,80.44577926194549,2017-08-16,2023-09-25,2017-08-05,2017-08-08,3
2017-0362-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Harvey,USA,United States of America,Northern America,Americas,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",,Flood|Oil spill,No,No,Yes,215.0,Kph,2017,8,25,2017,8,29,88.0,24.0,555000.0,27000.0,582024.0,30000000.0,37292199.0,95000000.0,118091963.0,80.44577926194549,2017-08-28,2023-09-25,2017-08-25,2017-08-29,4
2017-0381-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Irma',USA,United States of America,Northern America,Americas,"Keys islands, Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)",,Flood,No,No,No,300.0,Kph,2017,9,10,2017,9,28,97.0,,,70000.0,70000.0,29000000.0,36049126.0,57000000.0,70855178.0,80.44577926194549,2017-09-12,2023-09-25,2017-09-10,2017-09-28,18
2017-0383-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Maria',USA,United States of America,Northern America,Americas,"Jersey shore, Seaside Park, Point Pleasant Beach (Ocean), Long Branch (Monmouth) (New Jersey), Fernandina beach (Nassau-Florida)",,,No,No,No,,Kph,2017,9,26,2017,9,27,4.0,,,,,,,,,80.44577926194549,2018-03-07,2023-09-25,2017-09-26,2017-09-27,1
2017-0410-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical depression'16/Hurricane 'Nate',USA,United States of America,Northern America,Americas,"Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk, Wilkes, Ashe )",,,No,No,No,140.0,Kph,2017,10,7,2017,10,8,,,60.0,,60.0,,,250000.0,310768.0,80.44577926194549,2017-10-09,2023-09-25,2017-10-07,2017-10-08,1
2017-0434-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)","Tubbs, Atlas, Nuns Fires",USA,United States of America,Northern America,Americas,"Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)",,,No,No,No,,Km2,2017,6,1,2017,12,31,43.0,185.0,,9000.0,9185.0,9600000.0,11933504.0,13000000.0,16159953.0,80.44577926194549,2017-11-06,2023-09-25,2017-06-01,2017-12-31,213
2017-0511-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),'Thomas',USA,United States of America,Northern America,Americas,"Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)","Droght, winds",,No,No,Yes,1101.5,Km2,2017,12,4,2017,12,31,2.0,2.0,,2961.0,2963.0,1700000.0,2113225.0,2200000.0,2734761.0,80.44577926194549,2017-12-07,2023-09-25,2017-12-04,2017-12-31,27
2017-0512-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)",,Hail,No,No,Yes,,Kph,2017,11,5,2017,11,6,,8.0,120.0,12.0,140.0,200000.0,248615.0,260000.0,323199.0,80.44577926194549,2017-12-08,2024-08-27,2017-11-05,2017-11-06,1
2017-0542-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",,Cold wave|Transport accident,No,No,Yes,,Kph,2017,12,31,2018,1,5,22.0,,,,,750000.0,932305.0,1100000.0,1367381.0,80.44577926194549,2018-01-05,2023-09-25,2017-12-31,2018-01-05,5
2017-0563-USA,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,USA,United States of America,Northern America,Americas,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",,Hail,No,No,No,130.0,Kph,2017,3,6,2017,3,9,2.0,15.0,600.0,,615.0,2000000.0,2486147.0,2200000.0,2734761.0,80.44577926194549,2018-03-14,2023-09-25,2017-03-06,2017-03-09,3
2017-0564-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",,Flood|Hail,No,No,No,175.0,Kph,2017,3,25,2017,3,28,1.0,,,,,2000000.0,2486147.0,2700000.0,3356298.0,80.44577926194549,2018-03-14,2023-09-25,2017-03-25,2017-03-28,3
2017-9550-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,USA,United States of America,Northern America,Americas,"Upper Midwest, Northern Rockies and parts of the West; North Dakota, South Dakota and Montana.",,,No,No,No,,Km2,2017,3,1,2017,12,31,,,,,,1900000.0,2361839.0,2500000.0,3107683.0,80.44577926194549,2018-03-05,2023-09-25,2017-03-01,2017-12-31,305
