"disaster_number","historic","classification_key","disaster_group","disaster_subgroup","disaster_type","disaster_subtype","origin","associated_types","ofda_bha_response","appeal","declaration","magnitude","magnitude_scale","start_date","end_date","entry_date","last_update"
"2003-0782-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","Yes","95","Kph","2003-06-30","2003-06-30","2004-03-03","2023-09-25"
"2003-0786-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,NULL,"No","No","No","607","Km2","2003-10-21","2003-11-04","2006-01-13","2023-09-25"
"2003-0827-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,NULL,"No","No","Yes",NULL,"Kph","2003-12-15","2003-12-16","2006-07-27","2023-09-25"
"2003-0829-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Hail|Snow/ice","No","No","No",NULL,"Kph","2003-04-04","2003-04-08","2006-09-17","2023-09-25"
"2003-0830-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Transport accident","No","No","No",NULL,"Kph","2003-02-26","2003-02-26","2015-07-27","2023-09-25"
"2004-0031-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Cold wave|Transport accident","No","No","Yes",NULL,"Kph","2004-01-15","2004-01-29","2006-01-06","2023-09-25"
"2004-0121-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood|Transport accident","No","No","No",NULL,"Kph","2004-03-04","2004-03-07","2005-03-23","2023-09-25"
"2004-0146-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Melting sow, heavy rain",NULL,"No","No","Yes",NULL,"Km2","2004-03-28","2004-04-11","2004-04-14","2023-09-25"
"2004-0196-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,"Heat wave","No","No","No","66","Km2","2004-05-02","2004-05-04","2004-05-10","2023-09-25"
"2004-0245-USA","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail",NULL,"Flood|Hail","No","No","No",NULL,"Kph","2004-05-21","2004-05-27","2005-03-23","2023-09-25"
"2004-0248-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,NULL,"No","No","No",NULL,"Km2","2004-05-28","2004-05-28","2004-06-14","2023-09-25"
"2004-0249-USA","No","nat-met-sto-lig","Natural","Meteorological","Storm","Lightning/Thunderstorms",NULL,"Flood|Hail","No","No","Yes",NULL,"Kph","2004-05-29","2004-06-02","2005-03-23","2023-09-25"
"2004-0338-USA","No","nat-met-sto-lig","Natural","Meteorological","Storm","Lightning/Thunderstorms",NULL,"Flood","No","No","No",NULL,"Kph","2004-06-28","2004-06-28","2004-07-12","2023-09-25"
"2004-0348-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,"Heat wave|Storm","No","No","No","68","Km2","2004-07-12","2004-07-16","2004-08-02","2023-09-25"
"2004-0415-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Transport accident","No","No","Yes","230","Kph","2004-08-13","2004-08-13","2004-08-27","2023-09-25"
"2004-0446-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,NULL,"No","No","No","4046","Km2","2004-08-13","2004-08-14","2004-08-30","2023-09-25"
"2004-0448-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","Yes",NULL,"Kph","2004-08-29","2004-08-30","2005-03-23","2023-09-25"
"2004-0455-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Rain","No","No","Yes",NULL,"Kph","2004-09-05","2004-09-05","2004-10-08","2023-09-25"
"2004-0462-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","Yes",NULL,"Kph","2004-09-15","2004-09-16","2006-10-11","2023-09-25"
"2004-0473-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","Yes",NULL,"Kph","2004-09-25","2004-09-26","2004-10-04","2023-09-25"
"2004-0502-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","No",NULL,"Kph","2004-09-08","2004-09-08","2004-10-05","2023-09-25"
"2004-0572-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","Yes",NULL,"Km2","2004-10-30","2004-10-30","2004-11-16","2023-09-25"
"2004-0675-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,NULL,"No","No","No",NULL,"Km2","2004-07-12","2004-07-14","2005-02-11","2023-09-25"
"2004-0731-USA","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail",NULL,"Hail","No","No","No",NULL,"Kph","2004-03-20","2004-03-21","2005-03-23","2023-09-25"
"2004-0740-USA","No","nat-met-ext-col","Natural","Meteorological","Extreme temperature","Cold wave",NULL,NULL,"No","No","No",NULL,"°C","2004-01-09","2004-01-12","2006-07-27","2023-09-25"
"2005-0015-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain, heavy snow","Slide (land, mud, snow, rock)","No","No","Yes","560","Km2","2005-01-07","2005-01-11","2006-01-23","2023-09-25"
"2005-0029-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Cold wave","No","No","No",NULL,"Kph","2005-01-22","2005-01-24","2006-03-07","2023-09-25"
"2005-0103-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Rain|Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2005-02-17","2005-02-23","2006-03-03","2023-09-25"
"2005-0203-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains, snowmelt",NULL,"No","No","Yes","130500","Km2","2005-04-01","2005-04-06","2006-01-17","2023-09-25"
"2005-0219-USA","No","nat-met-sto-lig","Natural","Meteorological","Storm","Lightning/Thunderstorms",NULL,"Flood","No","No","Yes",NULL,"Kph","2005-04-06","2005-04-08","2006-01-06","2023-09-25"
"2005-0286-USA","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,"Rain","No","No","Yes",NULL,"Km2","2005-05-06","2005-05-08","2005-06-03","2023-09-25"
"2005-0351-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","Yes",NULL,"Kph","2005-07-10","2005-07-10","2005-07-24","2023-09-25"
"2005-0467-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Broken Dam/Burst bank|Flood","No","No","Yes","280","Kph","2005-08-29","2005-09-19","2007-04-20","2023-09-25"
"2005-0530-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","No",NULL,"Kph","2005-08-18","2005-08-18","2005-09-15","2023-09-25"
"2005-0547-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","Yes","280","Kph","2005-09-23","2005-10-01","2006-03-16","2023-09-25"
"2005-0583-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain","Rain","No","No","No","38290","Km2","2005-10-08","2005-10-16","2006-06-22","2023-09-25"
"2005-0585-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Rain","No","No","Yes","165","Kph","2005-10-24","2005-10-24","2005-11-17","2023-09-25"
"2005-0682-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","No",NULL,"Kph","2005-12-08","2005-12-09","2005-12-13","2023-09-25"
"2005-0687-USA","No","nat-met-ext-hea","Natural","Meteorological","Extreme temperature","Heat wave",NULL,NULL,"No","No","No","47","°C","2005-07-04","2005-07-30","2006-03-07","2023-09-25"
"2005-0716-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Storm","Rain|Slide (land, mud, snow, rock)","No","No","Yes","140500","Km2","2005-12-31","2006-01-18","2007-01-17","2023-09-25"
"2005-0724-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,NULL,"No","No","Yes",NULL,"Km2","2005-12-27","2006-01-04","2007-01-17","2023-09-25"
"2006-0128-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood","No","No","No","202","Kph","2006-03-11","2006-03-13","2008-03-29","2023-09-25"
"2006-0161-USA","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail",NULL,"Hail","No","No","No",NULL,"Kph","2006-04-02","2006-04-03","2007-03-09","2023-09-25"
"2006-0171-USA","No","nat-met-sto-hai","Natural","Meteorological","Storm","Hail",NULL,"Hail","No","No","No",NULL,"Kph","2006-04-06","2006-04-08","2007-03-09","2023-09-25"
"2006-0180-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Broken Dam/Burst bank|Slide (land, mud, snow, rock)","No","No","Yes","44110","Km2","2006-04-04","2006-04-17","2007-01-04","2023-09-25"
"2006-0182-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain","Broken Dam/Burst bank|Slide (land, mud, snow, rock)","No","No","No","585","Km2","2006-03-14","2006-03-23","2007-01-04","2023-09-25"
"2006-0257-USA","No","nat-met-sto-lig","Natural","Meteorological","Storm","Lightning/Thunderstorms",NULL,"Hail","No","No","No",NULL,"Kph","2006-05-01","2006-05-07","2007-03-18","2023-09-25"
"2006-0260-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Rain","No","No","Yes","42910","Km2","2006-05-11","2006-05-22","2007-01-05","2023-09-25"
"2006-0341-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain, thunderstoms","Slide (land, mud, snow, rock)","No","No","No","122600","Km2","2006-06-25","2006-07-01","2007-03-09","2023-09-25"
"2006-0344-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Severe storms",NULL,"No","No","No","6780","Km2","2006-06-22","2006-06-25","2007-01-06","2023-09-25"
"2006-0374-USA","No","nat-cli-wil-wil","Natural","Climatological","Wildfire","Wildfire (General)",NULL,NULL,"No","No","Yes","350","Km2","2006-07-09","2006-07-14","2006-07-20","2023-09-25"
"2006-0387-USA","No","nat-met-ext-hea","Natural","Meteorological","Extreme temperature","Heat wave",NULL,NULL,"No","No","No","50","°C","2006-07-14","2006-08-15","2007-03-18","2023-09-25"
"2006-0413-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","3610","Km2","2006-07-27","2006-08-07","2007-01-06","2023-09-25"
"2006-0418-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","4720","Km2","2006-07-27","2006-07-30","2007-01-07","2023-09-25"
"2006-0427-USA","No","nat-met-ext-hea","Natural","Meteorological","Extreme temperature","Heat wave",NULL,NULL,"No","No","Yes","44","°C","2006-07-30","2006-08-06","2006-08-08","2023-09-25"
"2006-0461-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","95940","Km2","2006-08-19","2006-08-24","2007-01-07","2023-09-25"
"2006-0466-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No","119","Kph","2006-08-02","2006-09-07","2007-01-08","2023-09-25"
"2006-0546-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain","Rain","No","No","Yes","146000","Km2","2006-09-22","2006-09-26","2007-03-15","2023-09-25"
"2006-0566-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","51560","Km2","2006-10-09","2006-10-14","2007-01-07","2023-09-25"
"2006-0576-USA","No","nat-cli-wil-lan","Natural","Climatological","Wildfire","Land fire (Brush, Bush, Pasture)",NULL,NULL,"No","No","Yes",NULL,"Km2","2006-10-26","2006-10-27","2008-03-28","2023-09-25"
"2006-0595-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood","No","No","No",NULL,"Kph","2006-11-15","2006-11-16","2008-03-28","2023-09-25"
"2006-0598-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","57890","Km2","2006-11-05","2006-11-10","2007-01-07","2023-09-25"
"2006-0642-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Flood","No","No","Yes",NULL,"Kph","2006-10-12","2006-10-14","2007-03-18","2023-09-25"
"2006-0662-USA","No","nat-cli-wil-lan","Natural","Climatological","Wildfire","Land fire (Brush, Bush, Pasture)",NULL,NULL,"No","No","Yes",NULL,"Km2","2006-12-03","2006-12-06","2008-03-28","2023-09-25"
"2006-0704-USA","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave","No","No","No","6.7","Moment Magnitude","2006-10-15","2006-10-15","2007-01-03","2023-09-25"
"2006-0706-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","No","193","Kph","2006-12-25","2006-12-25","2008-03-28","2023-09-25"
"2006-0707-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","Yes",NULL,"Kph","2006-12-21","2006-12-21","2007-01-08","2023-09-25"
"2006-0718-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","Yes",NULL,"Kph","2006-12-27","2006-12-31","2007-02-05","2023-09-25"
"2006-0743-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Rain","No","No","No",NULL,"Kph","2006-11-30","2006-12-03","2007-03-18","2023-09-25"
"2006-0744-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,NULL,"No","No","No",NULL,"Kph","2006-12-14","2006-12-15","2007-03-18","2023-09-25"
"2006-0759-USA","No","nat-cli-wil-wil","Natural","Climatological","Wildfire","Wildfire (General)",NULL,NULL,"No","No","No",NULL,"Km2","2006-03-01","2006-03-01","2024-03-11","2024-04-09"
"2007-0026-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Cold wave|Rain","No","No","Yes",NULL,"Kph","2007-01-12","2007-01-17","2008-03-28","2023-09-25"
"2007-0041-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","434.4","Km2","2007-01-15","2007-01-25","2007-02-01","2023-09-25"
"2007-0048-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","Yes","265","Kph","2007-02-02","2007-02-02","2008-08-04","2023-09-25"
"2007-0066-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Cold wave","No","No","No","64","Kph","2007-02-14","2007-02-15","2008-01-03","2023-09-25"
"2007-0083-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","No",NULL,"Kph","2007-03-01","2007-03-02","2008-04-16","2023-09-25"
"2007-0156-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood","No","No","No","240","Kph","2007-04-24","2007-04-26","2008-03-27","2023-09-25"
"2007-0173-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","341.3","Km2","2007-05-24","2007-05-29","2007-06-15","2023-09-25"
"2007-0244-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain","Rain","No","No","No","507800","Km2","2007-06-26","2007-07-06","2008-01-03","2023-09-25"
"2007-0251-USA","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Brief torrential rain","Rain","No","No","No","6500","Km2","2007-06-19","2007-06-20","2007-07-13","2023-09-25"
"2007-0254-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","34750","Km2","2007-06-17","2007-06-22","2007-07-13","2023-09-25"
"2007-0351-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,NULL,"No","No","No",NULL,"Km2","2007-06-24","2007-07-02","2008-10-21","2023-09-25"
"2007-0359-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No","132","Kph","2007-08-16","2007-08-19","2008-03-11","2023-09-25"
"2007-0383-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Rain|Slide (land, mud, snow, rock)","No","No","No","1.217e+06","Km2","2007-08-16","2007-08-27","2008-03-28","2023-09-25"
"2007-0519-USA","No","nat-cli-wil-lan","Natural","Climatological","Wildfire","Land fire (Brush, Bush, Pasture)",NULL,"Storm","No","No","Yes",NULL,"Km2","2007-10-21","2007-10-24","2008-03-12","2023-09-25"
"2007-0579-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,NULL,"No","No","No",NULL,"Km2","2007-11-24","2007-11-27","2008-03-12","2023-09-25"
"2007-0581-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","Yes","160","Kph","2007-12-03","2007-12-07","2008-03-11","2023-09-25"
"2007-0621-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Transport accident","No","No","No","109","Kph","2007-12-23","2007-12-26","2008-03-12","2023-09-25"
"2007-0641-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Transport accident","No","No","No",NULL,"Kph","2007-12-09","2007-12-11","2008-03-28","2023-09-25"
"2007-0662-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood|Hail","No","No","No",NULL,"Kph","2007-05-04","2007-05-08","2008-03-11","2023-09-25"
"2007-0663-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Flood|Hail","No","No","No",NULL,"Kph","2007-04-13","2007-04-17","2008-03-11","2023-11-10"
"2007-0689-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Cold wave","No","No","No",NULL,"Kph","2007-02-23","2007-02-25","2008-03-28","2023-09-25"
"2007-0690-USA","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Hail","No","No","No","128","Kph","2007-05-21","2007-05-25","2008-03-28","2023-09-25"
"2007-9548-USA","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","Lack of precipitation",NULL,"No","No","Yes",NULL,"Km2","2007-10-01","2009-06-01","2009-07-16","2023-09-25"
"2008-0010-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Broken Dam/Burst bank|Rain","No","No","No","550","Km2","2008-01-05","2008-01-09","2008-11-19","2023-09-25"
"2008-0039-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood|Hail","No","No","Yes",NULL,"Kph","2008-02-05","2008-02-06","2009-03-18","2023-09-25"
"2008-0099-USA","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.9","Moment Magnitude","2008-02-21","2008-02-21","2008-04-14","2023-09-25"
"2008-0115-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood|Hail","No","No","Yes","217","Kph","2008-03-14","2008-03-14","2009-03-18","2023-09-25"
"2008-0131-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Rain and snowmelt","Broken Dam/Burst bank","No","No","Yes","565200","Km2","2008-03-17","2008-04-20","2008-04-28","2023-09-25"
"2008-0194-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado","Cold front meeting warm, moist air","Flood|Hail","No","No","Yes","280","Kph","2008-05-10","2008-05-12","2009-03-18","2023-09-25"
"2008-0210-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Broken Dam/Burst bank|Flood","No","No","Yes",NULL,"Kph","2008-05-22","2008-05-26","2009-03-18","2023-11-10"
"2008-0253-USA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire","Lightening, drought, wind",NULL,"No","No","Yes","3500","Km2","2008-06-20","2008-07-09","2008-08-12","2023-09-25"
"2008-0304-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Transport accident","No","No","Yes","160","Kph","2008-07-23","2008-07-23","2009-01-06","2023-09-25"
"2008-0338-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","Yes","100","Kph","2008-08-20","2008-08-28","2009-01-06","2023-09-25"
"2008-0352-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2008-09-01","2008-09-01","2009-01-14","2023-09-25"
"2008-0378-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","Yes",NULL,"Kph","2008-08-28","2008-08-28","2009-01-12","2023-09-25"
"2008-0384-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No","200","Kph","2008-09-12","2008-09-16","2008-11-18","2023-09-25"
"2008-0524-USA","No","nat-cli-wil-wil","Natural","Climatological","Wildfire","Wildfire (General)",NULL,NULL,"No","No","Yes",NULL,"Km2","2008-11-13","2008-11-18","2009-01-14","2023-09-25"
"2008-0563-USA","No","nat-met-ext-sev","Natural","Meteorological","Extreme temperature","Severe winter conditions",NULL,NULL,"No","No","Yes",NULL,"°C","2008-12-11","2008-12-14","2009-01-06","2023-09-25"
"2008-0599-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","No",NULL,"Kph","2008-01-29","2008-01-30","2009-01-06","2023-09-25"
"2008-0600-USA","No","nat-met-sto-ext","Natural","Meteorological","Storm","Extra-tropical storm",NULL,NULL,"No","No","No","175","Kph","2008-01-04","2008-01-09","2009-03-02","2023-09-25"
"2008-0601-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","No",NULL,"Kph","2008-04-09","2008-04-11","2009-01-06","2023-09-25"
"2008-0627-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,"Broken Dam/Burst bank","No","No","No",NULL,"Km2","2008-06-09","2008-06-30","2009-03-18","2023-09-25"
"2008-0638-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","35110","Km2","2008-12-29","2009-01-16","2009-01-28","2023-09-25"
"2008-0645-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,NULL,"No","No","No","240","Kph","2008-04-28","2008-04-28","2009-03-18","2023-09-25"
"2008-0654-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","No",NULL,"Kph","2008-12-11","2008-12-22","2009-03-25","2023-09-25"
"2009-0056-USA","No","nat-met-ext-col","Natural","Meteorological","Extreme temperature","Cold wave",NULL,NULL,"No","No","No",NULL,"°C","2009-01-26","2009-01-28","2010-03-15","2023-09-25"
"2009-0106-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Snowmelt, hevay rain",NULL,"No","No","Yes","39740","Km2","2009-03-24","2009-04-20","2010-03-05","2023-09-25"
"2009-0140-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Fire","No","No","Yes",NULL,"Kph","2009-04-09","2009-04-10","2010-03-03","2023-09-25"
"2009-0178-USA","No","nat-cli-wil-lan","Natural","Climatological","Wildfire","Land fire (Brush, Bush, Pasture)","Record temperatures and strong winds",NULL,"No","No","No",NULL,"Km2","2009-05-05","2009-05-11","2010-03-07","2023-09-25"
"2009-0184-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain","Slide (land, mud, snow, rock)","No","No","Yes","16460","Km2","2009-05-03","2009-05-10","2010-01-12","2023-09-25"
"2009-0190-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","Yes","82060","Km2","2009-04-06","2009-04-09","2010-01-12","2023-09-25"
"2009-0244-USA","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Flood|Hail","No","No","No",NULL,"Kph","2009-04-16","2009-04-18","2010-03-05","2023-09-25"
"2009-0287-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Rain","No","No","No","146","Kph","2009-02-10","2009-02-13","2010-03-08","2023-09-25"
"2009-0342-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Surge","No","No","No",NULL,"Kph","2009-08-23","2009-08-23","2009-09-10","2023-09-25"
"2009-0349-USA","No","nat-cli-wil-lan","Natural","Climatological","Wildfire","Land fire (Brush, Bush, Pasture)",NULL,NULL,"No","No","Yes",NULL,"Km2","2009-07-07","2009-10-27","2010-01-12","2023-09-25"
"2009-0405-USA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","Yes",NULL,"Km2","2009-09-20","2009-09-21","2010-03-05","2023-09-25"
"2009-0477-USA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","Yes",NULL,"Kph","2009-11-09","2009-11-10","2010-01-12","2023-09-25"
"2009-0599-USA","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","Yes",NULL,"Kph","2009-12-23","2009-12-25","2010-03-10","2023-09-25"
"2009-0601-USA","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Flood|Hail","No","No","No","128","Kph","2009-06-10","2009-06-18","2010-03-08","2023-09-25"
